minute_index,resp_mean,resp_std,resp_min,resp_max,emg_mean,emg_std,emg_min,emg_max,temp_mean,temp_std,temp_min,temp_max,stage,is_light_stage,is_deep_stage,is_sleep_stage,minutes_since_start,clock_minutes,dataset_id,proxy_stress,proxy_body_battery,proxy_motion,proxy_light_sleep_score
0,35.233333333333334,231.65285570343303,-433.0,561.0,3.1290666666666667,0.05381507430285873,2.938,3.242,37.13171884229179,0.6210025663886326,34.571766095688126,37.37034849379799,Sleep stage W,False,False,False,0,0,SC4011E0,0.0,100.0,115.88024292601938,0.3057274252146007
1,70.91666666666667,276.3100487777372,-402.0,650.0,3.0758,0.07367830978879276,2.856,3.226,37.34678086237448,0.015156769340195012,37.306556408741876,37.379799173065564,Sleep stage W,False,False,False,1,1,SC4011E0,0.0,99.975,138.2287026986574,0.29718909433403573
2,22.316666666666666,299.58257023546764,-587.0,598.0,3.0128,0.11432305104396029,2.672,3.274,37.36450088600118,0.012132765777876824,37.33963378617838,37.38688718251624,Sleep stage W,False,False,False,2,2,SC4011E0,0.0,99.95,149.90560816877777,0.29272787939666295
3,49.483333333333334,449.5865319626714,-921.0,1060.0,3.1304666666666665,0.0514242052820351,2.986,3.242,37.3751329001772,0.01438842155807997,37.34199645599527,37.399881866509155,Sleep stage W,False,False,False,3,3,SC4011E0,0.0,99.925,224.84469018661775,0.26409706167304015
4,199.45,593.0552370282778,-824.0,1666.0,3.1630333333333334,0.053858446154918214,3.016,3.302,37.37710179169128,0.015562104079423603,37.34672179562906,37.419964559952746,Sleep stage W,False,False,False,4,4,SC4011E0,0.0,99.9,296.5814769602938,0.23668969543780166
5,954.2666666666667,461.40831038125987,451.0,1685.0,3.117,0.06124867345502262,2.928,3.244,37.37391218743847,0.01644347422209047,37.34435912581217,37.40460720614294,Sleep stage W,False,False,False,5,5,SC4011E0,0.0,99.875,230.76540386408496,0.26183502603650843
6,339.26666666666665,49.69972054470953,245.0,470.0,3.0515666666666665,0.1250376432208407,2.566,3.236,37.37966135065958,0.014323073433333056,37.35380980507974,37.416420555227404,Sleep stage W,False,False,False,6,6,SC4011E0,0.0,99.85,24.974897915575603,0.340458226460304
7,237.98333333333332,23.69844697208842,199.0,300.0,3.1243,0.04705149661098298,3.0060000000000002,3.2600000000000002,36.8991336877338,0.9663787715115927,35.1092734790313,37.45776727702304,Sleep stage W,False,False,False,7,7,SC4011E0,0.0,99.825,11.896274982655193,0.3454549739408682
8,190.96666666666667,17.482340295916398,162.0,226.0,3.1500666666666666,0.07144505270174813,3.02,3.33,37.09373892498523,0.8165419823036429,35.10336680448907,37.45894861193148,Sleep stage W,False,False,False,8,8,SC4011E0,0.0,99.8,8.812615200659947,0.34663310021040217
9,154.95,18.32341398320738,114.0,195.0,3.1809333333333334,0.04988448879383478,3.032,3.2720000000000002,37.44309903524316,0.01321176087501788,37.41523922031896,37.4695806261075,Sleep stage W,False,False,False,9,9,SC4011E0,0.0,99.775,9.211591480397525,0.34648066950490597
10,145.33333333333334,13.802978744539969,115.0,177.0,3.1523333333333334,0.05333812478476873,3.012,3.318,37.46052372514274,0.01707518256798653,37.39161252215003,37.49320732427643,Sleep stage W,False,False,False,10,10,SC4011E0,0.0,99.75,6.954827497054753,0.3473428764670481
11,142.2,16.596987678491537,108.0,183.0,3.1438333333333333,0.11009104817780999,2.754,3.286,37.47491632211065,0.011751148844425574,37.44477259303012,37.50029533372711,Sleep stage W,False,False,False,11,11,SC4011E0,0.0,99.725,8.40858488742358,0.3467874618324238
12,124.33333333333333,17.83598111184867,81.0,151.0,3.095066666666667,0.12436852049006965,2.508,3.2600000000000002,37.4884622957275,0.012808074384929658,37.46012994683993,37.516834022445366,Sleep stage W,False,False,False,12,12,SC4011E0,0.0,99.7,9.042359076414405,0.3465453255159072
13,117.93333333333334,12.957451738499957,80.0,140.0,3.1313000000000004,0.06281170273125841,2.972,3.248,37.49962591061232,0.015109032817711818,37.462492616656824,37.53101004134672,Sleep stage W,False,False,False,13,13,SC4011E0,0.0,99.675,6.5415375719812365,0.34750077576596095
14,113.56666666666666,15.417918868064598,72.0,161.0,3.1359333333333335,0.06409988732872737,2.864,3.2840000000000003,37.510218546958065,0.015586161084798341,37.47784997046663,37.54518606024808,Sleep stage W,False,False,False,14,14,SC4011E0,0.0,99.65,7.773059321361027,0.3470302672705303
15,109.41666666666667,14.040764065945833,83.0,139.0,3.1826333333333334,0.04739126736248174,3.0460000000000003,3.282,37.515357353809804,0.014942252244700614,37.48021264028352,37.54873006497342,Sleep stage W,False,False,False,15,15,SC4011E0,0.0,99.625,7.067773300335398,0.3472997250082992
16,107.6,15.567273364337124,74.0,142.0,3.1419,0.08257071716615595,2.746,3.2840000000000003,37.53325457767277,0.015137229274920335,37.48966331955109,37.56881275841701,Sleep stage W,False,False,False,16,16,SC4011E0,0.0,99.6,7.866207399334718,0.3469946796229376
