minute_index,resp_mean,resp_std,resp_min,resp_max,emg_mean,emg_std,emg_min,emg_max,temp_mean,temp_std,temp_min,temp_max,stage,is_light_stage,is_deep_stage,is_sleep_stage,minutes_since_start,clock_minutes,dataset_id,proxy_stress,proxy_body_battery,proxy_motion,proxy_light_sleep_score
0,53.3,22.54203480907022,-1.0,97.0,2.9236333333333335,0.06104150682572912,2.7760000000000002,3.122,37.47383076507164,0.15676557377777092,37.38361719383617,38.099756690997566,Sleep stage W,False,False,False,0,0,SC4041E0,0.0,100.0,11.33205891136084,0.34078500379324445
1,44.7,28.648036581936985,2.0,113.0,2.9397,0.045790573993636126,2.832,3.028,37.437347931873475,0.008690550161897752,37.413625304136254,37.46066504460665,Sleep stage W,False,False,False,1,1,SC4041E0,0.0,99.97274143302181,14.36980886496213,0.3383147682854283
2,27.733333333333334,12.051094924897443,0.0,52.0,2.9334,0.07078163603647467,2.666,3.0620000000000003,37.44053798323872,0.009259594715716087,37.41849148418492,37.46390916463909,Sleep stage W,False,False,False,2,2,SC4041E0,0.0,99.94548286604362,6.096329098485196,0.34504259111631036
3,53.18333333333333,58.16714183187007,7.0,299.0,2.9377,0.058069871706419474,2.816,3.0460000000000003,37.4338064341714,0.011059083050347853,37.398215733982155,37.45174371451744,Sleep stage W,False,False,False,3,3,SC4041E0,0.0,99.91822429906541,29.141640787641453,0.32630261972539454
4,74.66666666666667,228.10273026764838,-433.0,398.0,2.9524666666666666,0.06154279450557606,2.802,3.076,37.38815896188159,0.01215661569827876,37.35360908353609,37.41038118410381,Sleep stage W,False,False,False,4,4,SC4041E0,0.0,99.89096573208722,114.11290792832976,0.25720574064019514
5,85.86666666666666,59.01962008989515,-5.0,213.0,2.9416333333333338,0.12479395907744198,2.158,3.0660000000000003,37.361327385779944,0.014778776591998779,37.32441200324412,37.40227088402271,Sleep stage W,False,False,False,5,5,SC4041E0,0.0,99.86370716510903,29.634604004025018,0.3259017522215652
6,13.6,39.639710728846985,-92.0,84.0,2.9228,0.057404064896718725,2.77,3.0420000000000003,37.34386320627197,0.012359887705222682,37.304136253041364,37.36496350364963,Sleep stage W,False,False,False,6,6,SC4041E0,0.0,99.83644859813084,19.877259429320212,0.3338362232605191
7,-11.416666666666666,104.1985751128851,-251.0,130.0,2.9528333333333334,0.05954974577798156,2.826,3.082,36.59068667207353,0.5398287358989097,36.058394160583944,37.314679643146796,Sleep stage W,False,False,False,7,7,SC4041E0,0.0,99.80919003115265,52.158837302220526,0.30758551101363596
8,84.16666666666667,27.51373394426056,15.0,136.0,2.9484333333333335,0.056085757748489395,2.7520000000000002,3.076,36.09389024060557,0.02231800085710378,36.03244120032441,36.15815085158151,Sleep stage W,False,False,False,8,8,SC4041E0,0.0,99.78193146417445,13.81295272987877,0.3387675921908315
9,138.5,177.21112643774185,-184.0,503.0,2.9616,0.06873407694392474,2.798,3.088,36.08688834820222,0.02179819072433447,36.02595296025953,36.12733171127332,Sleep stage W,False,False,False,9,9,SC4041E0,0.0,99.75467289719626,88.67429729581485,0.27789189329059694
10,-4.783333333333333,57.484807171595854,-171.0,75.0,2.986566666666667,0.05987998181548024,2.826,3.1,36.08810489321438,0.01847592499237587,36.038929440389296,36.12003244120032,Sleep stage W,False,False,False,10,10,SC4041E0,0.0,99.72741433021807,28.802283567613408,0.3265785780062114
11,36.11666666666667,46.621558556339814,-43.0,132.0,2.9933,0.05137291763825243,2.874,3.092,36.10347391186807,0.016566527356530625,36.06893755068938,36.140308191403086,Sleep stage W,False,False,False,11,11,SC4041E0,0.0,99.70015576323988,23.36215219580816,0.3310023804544301
12,61.766666666666666,27.25213549226719,6.0,115.0,2.970833333333333,0.05900993325044703,2.8040000000000003,3.0660000000000003,36.10129764801298,0.01588922115339744,36.06001622060016,36.13868613138686,Sleep stage W,False,False,False,12,12,SC4041E0,0.0,99.67289719626169,13.685077679384042,0.33887157754022523
13,46.31666666666667,41.88296856188152,-22.0,142.0,2.975066666666667,0.04791306943019014,2.848,3.072,36.09328196809949,0.023248186932093594,36.02676399026764,36.1500405515004,Sleep stage W,False,False,False,13,13,SC4041E0,0.0,99.64563862928348,20.98939735037095,0.3329318556778905
14,69.51666666666667,36.279696648247885,1.0,145.0,2.9521,0.05021344441481793,2.81,3.0460000000000003,36.086834279535005,0.018330514224716904,36.03406326034063,36.1257096512571,Sleep stage W,False,False,False,14,14,SC4041E0,0.0,99.61838006230529,18.19006176853876,0.3352082175437963
15,39.516666666666666,75.3143394196764,-102.0,168.0,2.943433333333333,0.06313276134904566,2.668,3.0500000000000003,36.100905650175726,0.020865335285693735,36.05352798053528,36.148418491484186,Sleep stage W,False,False,False,15,15,SC4041E0,0.0,99.5911214953271,37.720302471187246,0.31932662926406186
16,61.35,36.70005676653194,-33.0,130.0,2.8785666666666665,0.22451075450607902,2.174,3.104,36.10410921870776,0.018791273395744455,36.04866180048662,36.14598540145985,Sleep stage W,False,False,False,16,16,SC4041E0,0.0,99.56386292834891,18.574539137772046,0.334895568489747
17,26.25,89.24491115277478,-314.0,152.0,2.9502666666666664,0.07366723981677491,2.58,3.09,36.10182481751825,0.038441004368058786,35.96512570965126,36.194647201946474,Sleep stage W,False,False,False,17,17,SC4041E0,0.0,99.53660436137072,44.696122816204166,0.3136540362674005
18,-27.8,152.76221173226494,-426.0,174.0,2.9768,0.06327105710091044,2.842,3.112,36.10702892673695,0.03992678205828325,35.99918896999189,36.201135442011356,Sleep stage W,False,False,False,18,18,SC4041E0,0.0,99.50934579439253,76.44437692323338,0.28783701188941363
19,29.65,52.51057829936111,-175.0,111.0,2.9427000000000003,0.08061250936837684,2.626,3.084,36.092024871586915,0.026749431459568408,36.00324412003244,36.144363341443636,Sleep stage W,False,False,False,19,19,SC4041E0,0.0,99.48208722741433,26.33590165904893,0.3285841888232401
20,80.18333333333334,43.962670402159254,-3.0,170.0,2.9356333333333335,0.05377420901840917,2.8040000000000003,3.08,36.10277101919438,0.02008676001542712,36.034874290348746,36.140308191403086,Sleep stage W,False,False,False,20,20,SC4041E0,0.0,99.45482866043614,22.035109410098038,0.3320815042334515
21,60.483333333333334,17.19640627831551,18.0,96.0,2.9506,0.060789582440853585,2.698,3.074,36.109178156258444,0.021704255913402425,36.054339010543394,36.15409570154096,Sleep stage W,False,False,False,21,21,SC4041E0,0.0,99.42757009345794,8.65899272159861,0.34295868599801754
22,69.31666666666666,35.94138360658304,19.0,184.0,2.9666,0.042650986702146426,2.85,3.052,36.12092457420924,0.016760218508017996,36.0786699107867,36.16869424168694,Sleep stage W,False,False,False,22,22,SC4041E0,0.0,99.40031152647975,18.013342789993665,0.3353519217664528
23,42.516666666666666,31.986711650656158,-41.0,112.0,2.9353333333333333,0.0983583019147624,2.37,3.0660000000000003,36.12150581238173,0.01852068409854831,36.069748580697485,36.16869424168694,Sleep stage W,False,False,False,23,23,SC4041E0,0.0,99.37305295950156,16.09171412724284,0.33691455049760854
24,97.11666666666666,40.15681414432949,25.0,182.0,2.962366666666667,0.06656374555433477,2.64,3.092,36.11178696945121,0.017499693964760577,36.06812652068127,36.14598540145985,Sleep stage W,False,False,False,24,24,SC4041E0,0.0,99.34579439252336,20.144970817719077,0.33361852588990903
25,71.05,37.57278492029393,-28.0,161.0,2.941933333333333,0.06677221644433333,2.7600000000000002,3.106,36.11124628277913,0.018554791879096595,36.05190592051906,36.15490673154907,Sleep stage W,False,False,False,25,25,SC4041E0,0.0,99.31853582554517,18.853164676591298,0.3346689959574819
26,65.7,40.290321418425044,-8.0,140.0,2.9337,0.0663091999650123,2.8040000000000003,3.0540000000000003,36.12470938091376,0.016038697991869837,36.08515815085158,36.16058394160584,Sleep stage W,False,False,False,26,26,SC4041E0,0.0,99.29127725856698,20.211469909177534,0.3335644502024867
27,51.18333333333333,33.700391524267026,-24.0,103.0,2.9640333333333335,0.0748228945948735,2.5540000000000003,3.088,36.12610164909435,0.015608547072947081,36.087591240875916,36.1573398215734,Sleep stage W,False,False,False,27,27,SC4041E0,0.0,99.26401869158879,16.925018656728387,0.33623692446880427
28,64.66666666666667,18.391725192475974,21.0,103.0,2.9419666666666666,0.05337476515691254,2.778,3.056,36.13721276020546,0.015365035507039389,36.092457420924575,36.16058394160584,Sleep stage W,False,False,False,28,28,SC4041E0,0.0,99.2367601246106,9.249237361394899,0.34247871125032825
29,60.78333333333333,30.102099409989474,5.0,152.0,2.9391666666666665,0.06693807254138381,2.67,3.074,36.13728034603947,0.01844914516304385,36.09326845093268,36.1808596918086,Sleep stage W,False,False,False,29,29,SC4041E0,0.0,99.2095015576324,15.11798777753612,0.33770636464975434
30,68.16666666666667,19.21385495475133,26.0,112.0,2.921266666666667,0.04807073491798898,2.758,3.0540000000000003,36.14086239524195,0.015259073336016464,36.099756690997566,36.16869424168694,Sleep stage W,False,False,False,30,30,SC4041E0,0.0,99.1822429906542,9.654998212293654,0.34214875490866703
31,73.15,15.29468862056367,40.0,112.0,2.9499666666666666,0.05522256986253196,2.838,3.08,36.12543930792106,0.01647719901082594,36.088402270884025,36.15490673154907,Sleep stage W,False,False,False,31,31,SC4041E0,0.0,99.15498442367601,7.702566880144367,0.34373643173424984
32,67.41666666666667,18.22570681452132,28.0,112.0,2.9668333333333337,0.05182700926050899,2.7800000000000002,3.0460000000000003,36.13671262503379,0.014813507439901067,36.099756690997566,36.16950527169505,Sleep stage W,False,False,False,32,32,SC4041E0,0.0,99.12772585669782,9.164680416521168,0.3425474712111051
33,80.26666666666667,26.183243157069416,39.0,144.0,2.953433333333334,0.04352025071414726,2.872,3.0660000000000003,36.1463503649635,0.019266828258143843,36.0867802108678,36.19951338199513,Sleep stage W,False,False,False,33,33,SC4041E0,0.0,99.10046728971963,13.135141829248855,0.33931877401286925
34,108.35,51.96659985028844,27.0,223.0,2.956866666666667,0.06635195718456403,2.742,3.0500000000000003,36.15413625304136,0.013756006977814046,36.118410381184106,36.18248175182482,Sleep stage W,False,False,False,34,34,SC4041E0,0.0,99.07320872274143,26.049651882328785,0.3288169612282632
35,73.83333333333333,40.93090383669642,-21.0,172.0,2.979833333333333,0.04447964578196283,2.86,3.084,36.14261962692619,0.018040526537019114,36.10137875101379,36.171127331711276,Sleep stage W,False,False,False,35,35,SC4041E0,0.0,99.04595015576324,20.509931564130174,0.33332174735036046
36,56.25,35.34997642620619,-59.0,135.0,2.9059000000000004,0.15456839909891032,2.2920000000000003,3.094,36.14891862665585,0.013275557660113894,36.12165450121655,36.17842660178427,Sleep stage W,False,False,False,36,36,SC4041E0,0.0,99.01869158878505,17.829556612202005,0.33550137288954096
37,158.18333333333334,191.78082035374538,10.0,760.0,2.9291666666666667,0.06924573793542979,2.648,3.0340000000000003,36.15650175723169,0.016836096559207984,36.12003244120032,36.18572587185726,Sleep stage W,False,False,False,37,37,SC4041E0,0.0,98.99143302180686,95.95965591480812,0.27196759016404226
38,301.43333333333334,174.4721913531081,58.0,736.0,2.9655666666666667,0.07820152740764659,2.548,3.106,36.09908083265748,0.021557317295899055,36.02676399026764,36.156528791565286,Sleep stage W,False,False,False,38,38,SC4041E0,0.0,98.96417445482867,87.31429720396169,0.27899781727013523
39,-25.466666666666665,46.2685878563656,-134.0,84.0,2.9592666666666667,0.05499208023787509,2.838,3.138,36.11497702081644,0.021413530283236344,36.04136253041363,36.156528791565286,Sleep stage W,False,False,False,39,39,SC4041E0,0.0,98.93691588785046,23.189286008420673,0.331142951666909
40,114.76666666666667,41.96322464041845,13.0,217.0,2.9518,0.0547304911970163,2.85,3.106,36.14356582860232,0.028993799743339734,36.08596918085969,36.227899432278996,Sleep stage W,False,False,False,40,40,SC4041E0,0.0,98.90965732087227,21.036342811406243,0.33289368059878544
41,101.88333333333334,50.1797076073143,-8.0,192.0,2.949466666666667,0.1625750561706466,1.946,3.11,36.08986212489862,0.021295162685888113,36.04947283049473,36.145174371451745,Sleep stage W,False,False,False,41,41,SC4041E0,0.0,98.88239875389408,25.252428859827795,0.32946524652096665
42,165.78333333333333,69.7538748425889,70.0,307.0,2.8807,0.24805720442403328,1.748,3.0620000000000003,36.12173560421736,0.019505060927279105,36.07948094079481,36.17437145174372,Sleep stage W,False,False,False,42,42,SC4041E0,0.0,98.85514018691589,35.124994625718486,0.3214370799896031
43,380.76666666666665,393.0110416882571,-259.0,1169.0,2.9375,0.11994922536918143,2.2840000000000003,3.094,36.07442552041093,0.03058431570634841,35.99918896999189,36.144363341443636,Sleep stage W,False,False,False,43,43,SC4041E0,0.0,98.8278816199377,196.6254700694977,0.19010822966818092
44,86.48333333333333,96.83086485666071,-99.0,242.0,2.9386666666666668,0.13007980456456558,2.314,3.1,36.08636117869695,0.019155017731711896,36.03244120032441,36.117599351176,Sleep stage W,False,False,False,44,44,SC4041E0,0.0,98.80062305295951,48.54551223289492,0.3105237923152121
45,39.65,33.40450318944039,-12.0,117.0,2.9583999999999997,0.059890789497773905,2.646,3.088,36.079237631792374,0.019957106887956235,36.03325223033252,36.14355231143552,Sleep stage W,False,False,False,45,45,SC4041E0,0.0,98.7733644859813,16.76214238421797,0.33636937208887874
46,147.28333333333333,60.81614140633681,71.0,289.0,2.9525,0.05364031444103709,2.858,3.0620000000000003,36.079143011624765,0.01897723087092287,36.04785077047851,36.13057583130576,Sleep stage W,False,False,False,46,46,SC4041E0,0.0,98.74610591900311,30.461711017609442,0.3252291658846622
47,-142.95,403.8311291039031,-877.0,396.0,2.946833333333333,0.058117457694645464,2.746,3.064,36.102351987023525,0.0185557568851558,36.06731549067315,36.14355231143552,Sleep stage W,False,False,False,47,47,SC4041E0,0.0,98.71884735202492,201.97368200964618,0.18575917420289526
48,112.8,54.85094955118522,32.0,240.0,2.9611666666666667,0.05727860760256742,2.7720000000000002,3.064,36.09562043795621,0.01872097834771616,36.054339010543394,36.13463098134631,Sleep stage W,False,False,False,48,48,SC4041E0,0.0,98.69158878504673,27.482753383195174,0.32765159269305905
49,103.83333333333333,50.93956113757646,14.0,220.0,2.9635333333333334,0.05248792453719468,2.842,3.072,36.1014868883482,0.01521948947446608,36.06407137064071,36.137875101378754,Sleep stage W,False,False,False,49,49,SC4041E0,0.0,98.66433021806854,25.522268493325427,0.32924581850540807
50,165.58333333333334,71.37466676318394,13.0,283.0,2.9276666666666666,0.06270477564658758,2.722,3.024,36.09493106244931,0.03046222124615732,35.991078669910785,36.141119221411195,Sleep stage W,False,False,False,50,50,SC4041E0,0.0,98.63707165109034,35.750038157238556,0.32092880750204655
51,-69.43333333333334,72.32688911386198,-182.0,73.0,2.9487333333333337,0.06647903596038544,2.632,3.076,36.7750202757502,0.5699305898604229,36.05677210056772,37.439578264395784,Sleep stage W,False,False,False,51,51,SC4041E0,0.0,98.60981308411215,36.229923592891375,0.320538574579344
52,-40.733333333333334,81.14634242459047,-222.0,54.0,2.9228666666666667,0.05922315613188997,2.7640000000000002,3.056,37.30851581508516,0.09565607582022806,37.133819951338204,37.45417680454177,Sleep stage W,False,False,False,52,52,SC4041E0,0.0,98.58255451713396,40.63239436842713,0.3169585762918093
53,-60.516666666666666,229.06734756883662,-870.0,185.0,2.8863,0.06308916969919116,2.75,3.016,37.47366855907002,0.0320697054218145,37.41119221411192,37.5198702351987,Sleep stage W,False,False,False,53,53,SC4041E0,0.0,98.55529595015577,114.59676295411751,0.25681227972879944
54,215.88333333333333,133.189350383413,-55.0,439.0,2.9274333333333336,0.05632061986716963,2.73,3.0260000000000002,37.545093268450934,0.017019846848812806,37.507704785077046,37.57745336577454,Sleep stage W,False,False,False,54,54,SC4041E0,0.0,98.52803738317758,66.65099581157367,0.2958007870957692
55,81.41666666666667,53.471266946734005,12.0,197.0,2.9127666666666667,0.06775651670175747,2.706,3.0300000000000002,37.587739929710736,0.008635967548352066,37.56123276561233,37.605028386050286,Sleep stage W,False,False,False,55,55,SC4041E0,0.0,98.50077881619937,26.80338999006876,0.3282040369699232
56,108.28333333333333,30.675229782712677,47.0,188.0,2.8813000000000004,0.0717995589587198,2.674,3.032,37.60546093538794,0.012967578274957583,37.575020275750205,37.636658556366584,Sleep stage W,False,False,False,56,56,SC4041E0,0.0,98.47352024922118,15.409414450315058,0.33746938249980163
57,69.43333333333334,36.06631238273312,15.0,156.0,2.948666666666667,0.07225940922967901,2.54,3.078,37.62291159772912,0.009763203581530292,37.60259529602595,37.64882400648824,Sleep stage W,False,False,False,57,57,SC4041E0,0.0,98.44626168224299,18.105415600596242,0.3352770500589295
58,35.81666666666667,35.8954461673839,-49.0,116.0,2.932733333333333,0.04868807748195545,2.818,3.0300000000000002,37.6411597729116,0.009862632890903299,37.62287104622871,37.661800486618006,Sleep stage W,False,False,False,58,58,SC4041E0,0.0,98.4190031152648,17.996411161173906,0.33536569021723206
59,-47.8,324.7743216450463,-1110.0,131.0,2.928433333333333,0.10615152168271338,2.242,3.08,37.65962422276291,0.013059423070752144,37.6374695863747,37.69829683698297,Sleep stage W,False,False,False,59,59,SC4041E0,0.0,98.39174454828661,162.49331234420586,0.21786379522137622
60,-324.0,266.59682418713595,-1065.0,-77.0,2.945133333333333,0.13687871354678294,2.068,3.0540000000000003,37.67329007839957,0.010398031690414224,37.65125709651257,37.70316301703163,Sleep stage W,False,False,False,60,60,SC4041E0,0.0,98.3644859813084,133.43529080711477,0.24149317804885753
61,-53.86666666666667,38.4289242917652,-133.0,38.0,2.854833333333333,0.134043919005012,2.22,2.992,37.679670181130035,0.010046047123156548,37.65531224655312,37.69910786699108,Sleep stage W,False,False,False,61,61,SC4041E0,0.0,98.33722741433021,19.348506064887612,0.3342661945733818
62,198.55,172.5242422579119,-57.0,400.0,2.9238,0.07049321480350668,2.696,3.04,37.688267099216006,0.008814975513667101,37.67072181670722,37.70965125709651,Sleep stage W,False,False,False,62,62,SC4041E0,0.0,98.30996884735202,86.33261434375946,0.27979610149224876
63,192.18333333333334,96.8534101390114,-104.0,371.0,2.9269666666666665,0.10286722294081596,2.36,3.072,37.69179507975129,0.010214355115193084,37.66342254663422,37.71370640713707,Sleep stage W,False,False,False,63,63,SC4041E0,0.0,98.28271028037383,48.52957229244652,0.3105367543454942
64,57.75,97.000622850234,-204.0,203.0,2.9340333333333333,0.08709878810229735,2.576,3.1,37.693484725601515,0.008398327886774238,37.67315490673155,37.71370640713707,Sleep stage W,False,False,False,64,64,SC4041E0,0.0,98.25545171339564,48.58741021321929,0.31048972174314926
